t,acc,,,,,,,,,,,,,,,,
57.06,0.0,,,,,,,,,,,,,,,,
57.08,0.0,,,,,,,,,,,,,,,,
57.10,0.0,,,,,,,,,,,,,,,,
57.12,0.0,,,,,,,,,,,,,,,,
57.14,0.0,,,,,,,,,,,,,,,,
57.16,0.0,,,,,,,,,,,,,,,,
57.18,0.0,,,,,,,,,,,,,,,,
57.20,0.0,,,,,,,,,,,,,,,,
57.22,0.0,,,,,,,,,,,,,,,,
57.24,0.0,,,,,,,,,,,,,,,,
57.26,0.0,,,,,,,,,,,,,,,,
57.28,0.0,,,,,,,,,,,,,,,,
57.30,0.0,,,,,,,,,,,,,,,,
57.32,0.0,,,,,,,,,,,,,,,,
57.34,0.0,,,,,,,,,,,,,,,,
57.36,0.0,,,,,,,,,,,,,,,,
57.38,0.0,,,,,,,,,,,,,,,,
57.40,0.0,,,,,,,,,,,,,,,,
57.42,0.0,,,,,,,,,,,,,,,,
57.44,0.0,,,,,,,,,,,,,,,,
57.46,0.0,,,,,,,,,,,,,,,,
57.48,0.0,,,,,,,,,,,,,,,,
57.50,0.0,,,,,,,,,,,,,,,,
57.52,0.0,,,,,,,,,,,,,,,,
57.54,0.0,,,,,,,,,,,,,,,,
57.56,0.0,,,,,,,,,,,,,,,,
57.58,0.0,,,,,,,,,,,,,,,,
57.60,0.0,,,,,,,,,,,,,,,,
57.62,0.0,,,,,,,,,,,,,,,,
57.64,0.0,,,,,,,,,,,,,,,,
57.66,0.0,,,,,,,,,,,,,,,,
57.68,0.0,,,,,,,,,,,,,,,,
57.70,0.0,,,,,,,,,,,,,,,,
57.72,0.0,,,,,,,,,,,,,,,,
57.74,0.0,,,,,,,,,,,,,,,,
57.76,0.0,,,,,,,,,,,,,,,,
57.78,0.0,,,,,,,,,,,,,,,,
57.80,0.0,,,,,,,,,,,,,,,,
57.82,0.0,,,,,,,,,,,,,,,,
57.84,0.0,,,,,,,,,,,,,,,,
57.86,0.0,,,,,,,,,,,,,,,,
57.88,0.0,,,,,,,,,,,,,,,,
57.90,0.0,,,,,,,,,,,,,,,,
57.92,0.0,,,,,,,,,,,,,,,,
57.94,0.0,,,,,,,,,,,,,,,,
57.96,0.0,,,,,,,,,,,,,,,,
57.98,0.0,,,,,,,,,,,,,,,,
58.00,0.0,,,,,,,,,,,,,,,,
58.02,0.0,,,,,,,,,,,,,,,,
58.04,0.0,,,,,,,,,,,,,,,,
58.06,0.0,,,,,,,,,,,,,,,,
58.08,0.0,,,,,,,,,,,,,,,,
58.10,0.0,,,,,,,,,,,,,,,,
58.12,0.0,,,,,,,,,,,,,,,,
58.14,0.0,,,,,,,,,,,,,,,,
58.16,0.0,,,,,,,,,,,,,,,,
58.18,0.0,,,,,,,,,,,,,,,,
58.20,0.0,,,,,,,,,,,,,,,,
58.22,0.0,,,,,,,,,,,,,,,,
58.24,0.0,,,,,,,,,,,,,,,,
58.26,0.0,,,,,,,,,,,,,,,,
58.28,0.0,,,,,,,,,,,,,,,,
58.30,0.0,,,,,,,,,,,,,,,,
58.32,0.0,,,,,,,,,,,,,,,,
58.34,0.0,,,,,,,,,,,,,,,,
58.36,0.0,,,,,,,,,,,,,,,,
58.38,0.0,,,,,,,,,,,,,,,,
58.40,0.0,,,,,,,,,,,,,,,,
58.42,0.0,,,,,,,,,,,,,,,,
58.44,0.0,,,,,,,,,,,,,,,,
58.46,0.0,,,,,,,,,,,,,,,,
58.48,0.0,,,,,,,,,,,,,,,,
58.50,0.0,,,,,,,,,,,,,,,,
58.52,0.0,,,,,,,,,,,,,,,,
58.54,0.0,,,,,,,,,,,,,,,,
58.56,0.0,,,,,,,,,,,,,,,,
58.58,0.0,,,,,,,,,,,,,,,,
58.60,0.0,,,,,,,,,,,,,,,,
58.62,0.0,,,,,,,,,,,,,,,,
58.64,0.0,,,,,,,,,,,,,,,,
58.66,0.0,,,,,,,,,,,,,,,,
58.68,0.0,,,,,,,,,,,,,,,,
58.70,0.0,,,,,,,,,,,,,,,,
58.72,0.0,,,,,,,,,,,,,,,,
58.74,0.0,,,,,,,,,,,,,,,,
58.76,0.0,,,,,,,,,,,,,,,,
58.78,0.0,,,,,,,,,,,,,,,,
58.80,0.0,,,,,,,,,,,,,,,,
58.82,0.0,,,,,,,,,,,,,,,,
58.84,0.0,,,,,,,,,,,,,,,,
58.86,0.0,,,,,,,,,,,,,,,,
58.88,0.0,,,,,,,,,,,,,,,,
58.90,0.0,,,,,,,,,,,,,,,,
58.92,0.0,,,,,,,,,,,,,,,,
58.94,0.0,,,,,,,,,,,,,,,,
58.96,0.0,,,,,,,,,,,,,,,,
58.98,0.0,,,,,,,,,,,,,,,,
59.00,0.0,,,,,,,,,,,,,,,,
59.02,0.0,,,,,,,,,,,,,,,,
59.04,0.0,,,,,,,,,,,,,,,,
59.06,0.0,,,,,,,,,,,,,,,,
59.08,0.0,,,,,,,,,,,,,,,,
59.10,0.0,,,,,,,,,,,,,,,,
59.12,0.0,,,,,,,,,,,,,,,,
59.14,0.0,,,,,,,,,,,,,,,,
59.16,0.0,,,,,,,,,,,,,,,,
59.18,0.0,,,,,,,,,,,,,,,,
59.20,0.0,,,,,,,,,,,,,,,,
59.22,0.0,,,,,,,,,,,,,,,,
59.24,0.0,,,,,,,,,,,,,,,,
59.26,0.0,,,,,,,,,,,,,,,,
59.28,0.0,,,,,,,,,,,,,,,,
59.30,0.0,,,,,,,,,,,,,,,,
59.32,0.0,,,,,,,,,,,,,,,,
59.34,0.0,,,,,,,,,,,,,,,,
59.36,0.0,,,,,,,,,,,,,,,,
59.38,0.0,,,,,,,,,,,,,,,,
59.40,0.0,,,,,,,,,,,,,,,,
59.42,0.0,,,,,,,,,,,,,,,,
59.44,0.0,,,,,,,,,,,,,,,,
59.46,0.0,,,,,,,,,,,,,,,,
59.48,0.0,,,,,,,,,,,,,,,,
59.50,0.0,,,,,,,,,,,,,,,,
59.52,0.0,,,,,,,,,,,,,,,,
59.54,0.0,,,,,,,,,,,,,,,,
59.56,0.0,,,,,,,,,,,,,,,,
59.58,0.0,,,,,,,,,,,,,,,,
59.60,0.0,,,,,,,,,,,,,,,,
59.62,0.0,,,,,,,,,,,,,,,,
59.64,0.0,,,,,,,,,,,,,,,,
59.66,0.0,,,,,,,,,,,,,,,,
59.68,0.0,,,,,,,,,,,,,,,,
59.70,0.0,,,,,,,,,,,,,,,,
59.72,0.0,,,,,,,,,,,,,,,,
59.74,0.0,,,,,,,,,,,,,,,,
59.76,0.0,,,,,,,,,,,,,,,,
59.78,0.0,,,,,,,,,,,,,,,,
59.80,0.0,,,,,,,,,,,,,,,,
59.82,0.0,,,,,,,,,,,,,,,,
59.84,0.0,,,,,,,,,,,,,,,,
59.86,0.0,,,,,,,,,,,,,,,,
59.88,0.0,,,,,,,,,,,,,,,,
59.90,0.0,,,,,,,,,,,,,,,,
59.92,0.0,,,,,,,,,,,,,,,,
59.94,0.0,,,,,,,,,,,,,,,,
59.96,0.0,,,,,,,,,,,,,,,,
59.98,0.0,,,,,,,,,,,,,,,,
60.00,0.0,,,,,,,,,,,,,,,,
